Username,Message,Timestamp
@lizanaik5978,sayd ma'am ka v cls hoga viral math me ab,2026-07-15 17:31:42
@factand78,arif,2026-07-15 17:31:42
@twoldeventsofmylife8327,ab hogi teyari Math ke sath sath Reasoning ho vi free off course on viral math official yt channel Me Complete package for all competitive exam Jay Jagannath Happy ratha yatra to all,2026-07-15 17:31:42
@prachi_64,,2026-07-15 17:31:42
@SrishtiUmar-c6i,gm,2026-07-15 17:31:42
@sandeeplamani4292,"Kal , sabko free me PYQ Paper ka book milega...",2026-07-15 17:31:42
@HarshDesai007,good morning sir,2026-07-15 17:31:42
@HarshDesai007,waiting for Tommorow lecture,2026-07-15 17:31:42
@AdityaRaj-xy4cx,please mere ko free me batch dijiye gaa mai apke video se bahut acche se study kar ta huu . ,2026-07-15 17:31:42
@factonix.7,sir aap viral maths ka app lounch krnee wale hoo ,2026-07-15 17:31:42
@roy-x5t,good morning ,2026-07-15 17:31:42
@pushkarjha5081,Sona Mam ka birthday hai sir ,2026-07-15 17:31:42
@Rayudu-z6f,good morning both of mam and sir,2026-07-15 17:31:42
@YoursSeaTurtle,Titan legacy ka sath english vi add hoga .,2026-07-15 17:31:42
@arativallabhbhai5968,sir kal aap hme esa kuch donge ki hmare jo exam ko leke questions he ya doubt he knha hum fas rhe he kyo Marks Kum aa re he ya esa kuch to uske solution k liye kuch provide kroge kya sir..,2026-07-15 17:31:42
@BankerAarish2026,sir pakka Daily study planner lane wale hai ,2026-07-15 17:31:42
@mohit3437,,2026-07-15 17:31:42
@roshanikapse1885,itne subh live kon aayega surprise or aap denge kuch bhi titan legacy free dedo,2026-07-15 17:31:42
@jazbawrites,hloo,2026-07-15 17:31:42
@adityapathak9thc-yl2vo,"IG free course ,batch ya pyq ho skta hai ya fir koi new batch ki launching  # but teacher is really great",2026-07-15 17:31:42
@unnatiworld-w2z,titan lagacy ke price main bohot discount aaya hoga +pdf and mocks bada diye honge ya viral maths pr free foundation classes start ho thi hongi,2026-07-15 17:31:42
@AlkaKumari-cq1bf,Good morning,2026-07-15 17:31:42
@AlkaKumari-cq1bf,"rrb po ke liye sir ,LIC AAO keliye bhi batch layega sir",2026-07-15 17:31:42
@AlkaKumari-cq1bf,"free Aap padhayega ,you tube pr basic se",2026-07-15 17:31:42
@RadhikaSaini-sz5op,Waiting sir,2026-07-15 17:31:42
@Prernayadav_16,meditation and yoga live classes on viral maths channel by sona mam and navneet sir,2026-07-15 17:31:42
@vandanaakeshari,Exam clear hone tak sath denge padhne me,2026-07-15 17:31:42
@vandanaakeshari,online doubt class ya phir interview advice maybe,2026-07-15 17:31:42
@Sheenu_Jii,sir I think koi paid batch free ya student ke lea koi new free batch lonch ya pyq paper free I hope,2026-07-15 17:31:42
@sujeet..vishwakarma8053,yes sir,2026-07-15 17:31:42
@DivyanshiSingh-t4i,i think ma'am and sir yt pe free padhege sara concept maths and resoning both,2026-07-15 17:31:42
@sunny0395,Navneet and Sona mam ek mobile app launch karne wale h jo free me app store se download hoga and preparation ke liye bohat helpful hoga..,2026-07-15 17:31:42
@prachi_64,titan batch ki batch free milegi,2026-07-15 17:31:42
@prachi_64,selection ke pehle aur selection ke baad Tak mam aur sir personally hum sab se connect karenge aur selection ke baad gift milegi,2026-07-15 17:31:42
@chulbule_cartoons,you are the best teacher of in the world ,2026-07-15 17:31:42
