Username,Message,Timestamp
@salonirajeevgupta4249,good morning sir. sor mujhe ye pichla tha ki agar hum adda 247 app se book magnate hai to aajayegi naa? because sir Iam anew aspirant so pls tell me sir and kitna time lagega,2026-07-23 17:25:00
@harr-o9v,bnf vxcy hsi Jouj fast,2026-07-23 18:03:19
@adda247,Buy Bank MahaPack - https://adda247.go.link/BMP_NAVNEET_SIR ,2026-07-23 18:18:50
@TechEr14,RAM - RAM  BHAI BHAI SAARYANE !!! RAM - RAM  BHAI BHAI SAARYANE !!! RAM - RAM  BHAI BHAI SAARYANE !!! RAM - RAM  BHAI BHAI SAARYANE !!! RAM - RAM  BHAI BHAI SAARYANE !!!,2026-07-23 19:49:28
@TechEr14,RAADHE - RAADHE RAADHE - RAADHE RAADHE - RAADHE RAADHE - RAADHE RAADHE - RAADHE RAADHE - RAADHE RAADHE - RAADHE RAADHE - RAADHE RAADHE - RAADHE RAADHE - RAADHE RAADHE - RAADHE ,2026-07-23 19:49:33
@TechEr14,ॐ कृष्णाय वासुदेवाय हरये परमात्मने ॥ प्रणतः क्लेशनाशाय गोविंदाय नमो नमः ॥,2026-07-23 19:49:38
@TechEr14,ॐ नमो हनुमते रुद्रावताराय सर्वशत्रुसंहारणाय सर्वरोग हराय सर्ववशीकरणाय रामदूताय स्वाहा ॥,2026-07-23 19:49:43
@TechEr14,"तो start करते हैं अपने इस ताबड़तोड़, इस beautiful - beautiful session की, क्योंकि हम सभी को पता है कि पढ़ना बहुत है, और समय बहुत है कम । हमें Selection चाहिए नहीं, चाहिए ही चाहिए।",2026-07-23 19:49:43
@TechEr14,"हम VIRAL ARMY हैं..., सूरज  हमें नहीं, हम सूरज  को जगाते हैं !हम VIRAL ARMY हैं..., सूरज  हमें नहीं, हम सूरज  को जगाते हैं !हम VIRAL ARMY हैं..., सूरज  हमें नहीं, हम सूरज  को जगाते हैं !",2026-07-23 19:49:49
@TechEr14,GOOD MORNING GURUJI  GOOD MORNING GURUJI  GOOD MORNING GURUJI  GOOD MORNING GURUJI  GOOD MORNING GURUJI  GOOD MORNING GURUJI  GOOD MORNING GURUJI  GOOD MORNING GURUJI  ,2026-07-23 19:50:00
@SakshiSingh-vo5ks,good morning sir jijij,2026-07-24 00:15:30
@SakshiSingh-vo5ks,,2026-07-24 00:15:57
@akashbhardwaj1463,hy sakshi,2026-07-24 00:18:37
@AkashDas-vs6ht,GOOD MNG SABHI KO,2026-07-24 00:22:50
@RishiSikder,good morning sir,2026-07-24 00:24:19
@RishiSikder,,2026-07-24 00:24:24
@debajitsharma5715,good morning sir,2026-07-24 00:24:59
@debajitsharma5715,Jai Maa Kamakhya,2026-07-24 00:25:31
@SurendarEasam,Good morning sir,2026-07-24 00:26:29
@ExArmyManowarHossain,CJP,2026-07-24 00:27:11
@RekhaJeengar-nx2dx,good morning sir,2026-07-24 00:27:16
@sauravaryan4688,Good morning sir,2026-07-24 00:27:26
@Mindstorm_11,hi,2026-07-24 00:27:26
@ExArmyManowarHossain,GM SIR,2026-07-24 00:27:42
@ExArmyManowarHossain,Next MSP ,2026-07-24 00:28:07
@diyabansal4084,good morning sir,2026-07-24 00:28:49
@SakshiSuryavanshi-mt1rb,hii,2026-07-24 00:28:54
@RekhaJeengar-nx2dx,area of rectangle,2026-07-24 00:28:54
@SakshiSuryavanshi-mt1rb,l*b,2026-07-24 00:29:10
@aarishgamer464,aajkal suraj bhi pehle jag ja rha hai ,2026-07-24 00:29:16
@deep_bolchii,,2026-07-24 00:29:21
@mohikadev298,lb,2026-07-24 00:29:26
@priyasinha6784,Good morning sir,2026-07-24 00:29:47
@somritasaha-k7w,good morning sir,2026-07-24 00:29:57
@PoojaKumari-xy3dj,good morning sir,2026-07-24 00:30:02
@gayathrikrishnan5088,radhe radhe,2026-07-24 00:30:02
@RekhaJeengar-nx2dx,volume of cylinder,2026-07-24 00:30:12
@Mindstorm_11,me new hu kya bina tricks ke jane samahj ayega kya,2026-07-24 00:30:12
@sauravaryan4688,Pi*r2*h,2026-07-24 00:30:39
@akashbhardwaj1463,πr2h,2026-07-24 00:30:44
@TwishaJoshi05,good morning sir,2026-07-24 00:30:44
@TANUYADAV_1228,good morning sir,2026-07-24 00:30:49
@PREETI__KAR,πr²h,2026-07-24 00:30:49
@PREETI__KAR,RADHE RADHE ,2026-07-24 00:31:00
@ShwetaBorasi-u1v,good morning  sir ji and all,2026-07-24 00:31:05
@Kumari2006,Good morning sir ji,2026-07-24 00:31:05
@Chiku-sr7hf,good morning guyss ,2026-07-24 00:31:10
@ExArmyManowarHossain,MSP implemented hone se per month 6000-7000 ka benefit and yearly 84000/- ka ejafa milta ,2026-07-24 00:31:10
@ShaliniKumari-l4x,good morning sir ,2026-07-24 00:31:10
@PritiMaji-j6z,good morning sir ,2026-07-24 00:31:10
@rashmitapradhan5020,Good morning sir ,2026-07-24 00:31:15
@RekhaJeengar-nx2dx,volume of cuboid,2026-07-24 00:31:15
@sanjanaarya3427,good morning sir,2026-07-24 00:31:21
@PREETI__KAR,lbh,2026-07-24 00:31:27
@HarshShaw-kg3lq,GOOD MORNING GURU JII....RADHA RADHA... ,2026-07-24 00:31:37
@PritiMaji-j6z,l*b*h,2026-07-24 00:31:42
@aarishgamer464,lbh,2026-07-24 00:31:52
@LalitKumar-cf9ug,good morning sir ,2026-07-24 00:31:52
@ExArmyManowarHossain,good Morning all ,2026-07-24 00:31:57
@amunique574,good morning sir ji,2026-07-24 00:32:12
@Chiku-sr7hf,abhi sir to aaye nh to ans kisko kr rhe ,2026-07-24 00:32:12
@anushkapal9062,good morning sir,2026-07-24 00:32:17
@Anshika.00111,Good morning sir,2026-07-24 00:32:17
@RekhaJeengar-nx2dx,cylinder total surface area,2026-07-24 00:32:24
@RekhaJeengar-nx2dx,hello chiku,2026-07-24 00:32:39
@SmitaPal-p5b,good morning,2026-07-24 00:32:44
@AmitKumar-th1en,Good morning sir,2026-07-24 00:32:44
@akashbhardwaj1463,2πr (h+r),2026-07-24 00:32:49
@rawat6775,2πrh(r+g),2026-07-24 00:32:55
@Chiku-sr7hf,anushka MMY ki se aagyi kya,2026-07-24 00:32:55
@vishaltrivedi9068,good morning sir,2026-07-24 00:32:55
@aqshu-e7y,,2026-07-24 00:32:55
@PREETI__KAR,2πr(r+h),2026-07-24 00:33:00
@PritiMaji-j6z,2πr(h+r),2026-07-24 00:33:00
@rawat6775,g....h,2026-07-24 00:33:00
@RekhaJeengar-nx2dx,btao kon hu me,2026-07-24 00:33:00
@sonamchauhan2754,good morning mam,2026-07-24 00:33:05
@simran_7i,gm sir,2026-07-24 00:33:05
@RekhaJeengar-nx2dx,haa,2026-07-24 00:33:10
@RishiSikder,2 pie r( h+r),2026-07-24 00:33:10
@RekhaJeengar-nx2dx,phchan liya,2026-07-24 00:33:20
@Chiku-sr7hf,jeengar ek hi hai clss me ,2026-07-24 00:33:32
@neerajsinghpatwal878,aaj bhernhi h class/,2026-07-24 00:33:32
@HarshalJadhao-k8g,6!=,2026-07-24 00:33:37
@rawat6775,2πr(r+h),2026-07-24 00:33:42
@PREETI__KAR,720,2026-07-24 00:33:42
@RekhaJeengar-nx2dx,,2026-07-24 00:33:47
@TANUYADAV_1228,720,2026-07-24 00:33:47
@asmywish6481,720,2026-07-24 00:33:47
@akashbhardwaj1463,720,2026-07-24 00:33:52
@sharma_mamta,Good morning sir,2026-07-24 00:33:57
@rawat6775,720,2026-07-24 00:34:02
@neerajsinghpatwal878,pss jis din promotion kra na ho us din time se aa jainge baki din chutti ,2026-07-24 00:34:02
@VarunKhajuria-b9b,Good Morning Sir,2026-07-24 00:34:12
@ASHISH748V,720,2026-07-24 00:34:18
@sharma_mamta,720,2026-07-24 00:34:18
@adityadhruw7804,Good morning sir ji,2026-07-24 00:34:23
@KartikeySinghKhangarot,morning sir,2026-07-24 00:34:23
@Chiku-sr7hf,ye mensuration wala chapter kia hai tumne ache se @anushka,2026-07-24 00:34:29
@HarshalJadhao-k8g,11!=,2026-07-24 00:34:34
@kaynath_07,sir aagye kya,2026-07-24 00:34:39
@deep_bolchii,kal class nhi hui thi na?,2026-07-24 00:34:50
@missbhardwaj27,kl class hui thi ky?,2026-07-24 00:34:55
@TANUYADAV_1228,39916800,2026-07-24 00:35:00
@RekhaJeengar-nx2dx,nhi ache nhi but thik thak,2026-07-24 00:35:00
@DeeptiraniSahu-rz1iz,nhi,2026-07-24 00:35:05
@akashbhardwaj1463,nhii hui class,2026-07-24 00:35:05
@HarshShaw-kg3lq,GURU JII KAHA HAI..... ,2026-07-24 00:35:10
@sharma_mamta,39916800,2026-07-24 00:35:20
@rawat6775,good morning sir ji sir,2026-07-24 00:35:20
@PayalGupta-q9t,Good morning sir,2026-07-24 00:35:20
@Chiku-sr7hf,mjhe sikhaogi kuch,2026-07-24 00:35:20
@Kumari2006,Good morning sir,2026-07-24 00:35:25
@LalitKumar-cf9ug,good morning sir,2026-07-24 00:35:25
@ExArmyManowarHossain,agaya ,2026-07-24 00:35:25
@kaynath_07,mrng sir,2026-07-24 00:35:25
@rawat6775,good morning sir ji,2026-07-24 00:35:32
@miss.chaitanya,Good Morning Sir ,2026-07-24 00:35:32
@ManjuDhakar-zc6oz,good morning sir,2026-07-24 00:35:32
@RekhaJeengar-nx2dx,ok,2026-07-24 00:35:32
@YogitaGiri-k7z,good morning sir ,2026-07-24 00:35:32
@varshabavne4835,radhe radhe guruji,2026-07-24 00:35:32
@Shivbeti_official,good morning sir ,2026-07-24 00:35:32
@pramodsingh-in6hy,good morning sir,2026-07-24 00:35:37
@Divyanshu-arc1,good morning sir,2026-07-24 00:35:37
@ANKITVERMA-zb7hl,good morning sir,2026-07-24 00:35:37
@vickychauhan6512,good morning sir,2026-07-24 00:35:37
@PritiMaji-j6z,good morning sir,2026-07-24 00:35:37
@MahiMittal-k4j,good morning sir ,2026-07-24 00:35:37
@Tagline009,Good morning sir ji,2026-07-24 00:35:37
@RohniRajpoot-y2u5m,good morning sir,2026-07-24 00:35:37
@asmywish6481,good morning sir,2026-07-24 00:35:37
@PREETI__KAR,GOOD MORNING GURU JI ,2026-07-24 00:35:37
@BaluVikas.,GOOD MORNING SIR ,2026-07-24 00:35:37
@SakshiSuryavanshi-mt1rb,good morning sir,2026-07-24 00:35:37
@NandiniChichkhede-e6m,Good morning Guru Jiiiiiii ,2026-07-24 00:35:42
@samriti6555,good morning sir,2026-07-24 00:35:42
@PREETI__KAR,RADHE RADHE GURUJI ,2026-07-24 00:35:47
@priyankasethi9443,Good morning sir ,2026-07-24 00:35:47
@ManjuDhakar-zc6oz,voice low,2026-07-24 00:35:47
@Divyanshu-arc1,today is my birthday ,2026-07-24 00:35:47
@Chiku-sr7hf,kese ,2026-07-24 00:35:52
@Bikash-Barman-v7e,GD morning,2026-07-24 00:35:52
@rashmitapradhan5020,Good morning sir ji ,2026-07-24 00:35:52
@lipuna-eb1fl,Good morning sir ji,2026-07-24 00:35:52
@Manu09enterprise,good morning sir,2026-07-24 00:35:52
@AkankshaHajare_03,Good morning sir ,2026-07-24 00:35:52
@SonaKumari-qo9bz,good morning sir,2026-07-24 00:35:52
@KumkumDhangar-r5g,radhe krishna guru ji,2026-07-24 00:35:57
@Bikash-Barman-v7e,good morning sir,2026-07-24 00:35:57
@Jyotisharmakush,good morning sir ,2026-07-24 00:35:57
@jyotitripathijyotitripathi666,har har Mahadev ,2026-07-24 00:35:57
@suratrisingh2823,good morning sir ,2026-07-24 00:35:57
@kumarichhotidangi,Good morning sir,2026-07-24 00:35:57
@Rudra_Rahul11,Har har Mahadev sir ,2026-07-24 00:36:02
@AmritaYadav-j2l,good morning sir ,2026-07-24 00:36:02
@aenalisitvadiya3998,good morning sir ,2026-07-24 00:36:02
@DishaSutariya,good morning sir,2026-07-24 00:36:02
@Harshadaa_Sable_31,Good morning sir ,2026-07-24 00:36:02
@marinasamad2712,good morning sir,2026-07-24 00:36:02
@priyashaw8326,90,2026-07-24 00:36:08
@RekhaJeengar-nx2dx,ye to tum btao,2026-07-24 00:36:08
@URVIGALSAR,good morning sir,2026-07-24 00:36:08
@akashbhardwaj1463,happy birthday divyanshu,2026-07-24 00:36:08
@vaibhavsharma6904,90,2026-07-24 00:36:08
@AashishGrover-tt8hg,good morning sir,2026-07-24 00:36:08
@TANUYADAV_1228,90,2026-07-24 00:36:08
@Anshuthakur-p3w,90,2026-07-24 00:36:13
@PritiMaji-j6z,90,2026-07-24 00:36:13
@Gulab-Singh-3366,90,2026-07-24 00:36:13
@ArunaMahapatra-w4y,Good morning  Sir,2026-07-24 00:36:13
@knowledgefactory51,good morning viral army,2026-07-24 00:36:13
@rawat6775,90,2026-07-24 00:36:13
@PREETI__KAR,110,2026-07-24 00:36:13
@AnchalJaiswal-s8z,90,2026-07-24 00:36:18
@LalitKumar-cf9ug,90,2026-07-24 00:36:18
@NandiniChichkhede-e6m,90,2026-07-24 00:36:18
@TwishaJoshi05,90,2026-07-24 00:36:18
@priyankasethi9443,90,2026-07-24 00:36:18
@sauravaryan4688,90,2026-07-24 00:36:18
@miss.chaitanya,90,2026-07-24 00:36:18
@Tagline009,90,2026-07-24 00:36:18
@RajuYP,Good morning Sir,2026-07-24 00:36:18
@pramodsingh-in6hy,90,2026-07-24 00:36:18
@aarushigudipelly8324,90,2026-07-24 00:36:18
@Lilysingh93,good morning sir ,2026-07-24 00:36:18
@Us_08,Good morning sir,2026-07-24 00:36:18
